filename,cardboard,glass,metal,paper,plastic,trash
paper59_jpg.rf.wzR5NbRz2yDZECnFaw2m.jpg,0,0,0,1,0,0
plastic34_jpg.rf.wzyVtvyXtoYA45vl2U7m.jpg,0,0,0,0,1,0
glass131_jpg.rf.xKSWDJgXD3JxEOJrObp4.jpg,0,1,0,0,0,0
metal155_jpg.rf.xZPyMvYIV6SuhJdqYibK.jpg,0,0,1,0,0,0
metal53_jpg.rf.xvclQIoWptlLu6TuixHa.jpg,0,0,1,0,0,0
paper506_jpg.rf.y0BzBRlQwDyjg85B83Qs.jpg,0,0,0,1,0,0
paper209_jpg.rf.yC7KZKOTRri2ADvfuDsI.jpg,0,0,0,1,0,0
plastic89_jpg.rf.yDd08utFpsvKnhXgM7Ax.jpg,0,0,0,0,1,0
plastic361_jpg.rf.yEn1GcN4DATzbQuSeP5M.jpg,0,0,0,0,1,0
paper319_jpg.rf.yZXP7elhRspVZDc81w7h.jpg,0,0,0,1,0,0
paper514_jpg.rf.yiBJVa52UzUFf5TVo0Jg.jpg,0,0,0,1,0,0
glass268_jpg.rf.yolGtxQGvW1Dtjhs8CME.jpg,0,1,0,0,0,0
glass390_jpg.rf.yuMd9HyNQGoIUGmnSRgD.jpg,0,1,0,0,0,0
cardboard62_jpg.rf.z0ktCmzYyBAqA0xLZIPB.jpg,1,0,0,0,0,0
glass65_jpg.rf.z1GPM7T88TLinEyncwae.jpg,0,1,0,0,0,0
glass193_jpg.rf.zCqRn9OIDvCqe5AnaPMe.jpg,0,1,0,0,0,0
paper94_jpg.rf.zDt6XiERxbCq2Iv5eKAN.jpg,0,0,0,1,0,0
metal404_jpg.rf.zF2tZIgIJrveScMlvDkh.jpg,0,0,1,0,0,0
metal363_jpg.rf.zH14hz9QUXo4tVhspZhS.jpg,0,0,1,0,0,0
plastic124_jpg.rf.zLrnofBawOhPxXshzu0S.jpg,0,0,0,0,1,0
cardboard143_jpg.rf.zSBCB8Qj93YKtnRza5Xg.jpg,1,0,0,0,0,0
metal50_jpg.rf.zSSXtwprCzKXEhKPEkoI.jpg,0,0,1,0,0,0
metal76_jpg.rf.zXeERKzFHsFOx3sZlFon.jpg,0,0,1,0,0,0
glass133_jpg.rf.zbtztF4shhInpd1fHICZ.jpg,0,1,0,0,0,0
cardboard5_jpg.rf.Yq1GKiKIken5872ZZ344.jpg,1,0,0,0,0,0
metal340_jpg.rf.YqERl3YwkF5CefX5ODsR.jpg,0,0,1,0,0,0
glass15_jpg.rf.Z1wLdWOHGtyUBmXuc5yV.jpg,0,1,0,0,0,0
plastic282_jpg.rf.ZDI8fEkmp9JPQrrBZpI3.jpg,0,0,0,0,1,0
plastic2_jpg.rf.ZRICmEm1SvXf6Yon6gpT.jpg,0,0,0,0,1,0
cardboard28_jpg.rf.ZUADBAaSzzXNdvJS5E2U.jpg,1,0,0,0,0,0
plastic366_jpg.rf.Zc6zLQDZU4QWnReWZ0aq.jpg,0,0,0,0,1,0
trash52_jpg.rf.Zdv6ypbQtlnCz3T6Xwiv.jpg,0,0,0,0,0,1
paper398_jpg.rf.ZkNoSEF2qJtqLql0XO6R.jpg,0,0,0,1,0,0
cardboard162_jpg.rf.Znt3sS7U3mux98Uh7Epm.jpg,1,0,0,0,0,0
paper37_jpg.rf.a58XqKGeXpfa5nxMrGrY.jpg,0,0,0,1,0,0
plastic160_jpg.rf.a7uAPQQejo61QvprLYfI.jpg,0,0,0,0,1,0
glass374_jpg.rf.aJ1Jwv5P9LAR0MF9m5pc.jpg,0,1,0,0,0,0
glass19_jpg.rf.aMH3pIThGtGJLVKorvTH.jpg,0,1,0,0,0,0
paper131_jpg.rf.6xAqdGWQyDf6D0n9yjLP.jpg,0,0,0,1,0,0
cardboard51_jpg.rf.72qh6Vp0FompP2zcHA6w.jpg,1,0,0,0,0,0
paper244_jpg.rf.77u6DIhUBoL9pZdXXDWI.jpg,0,0,0,1,0,0
glass313_jpg.rf.7N4p6YNGHMY0uXrhmQEC.jpg,0,1,0,0,0,0
metal209_jpg.rf.7Zkvl8B9XXkD5mFPonVX.jpg,0,0,1,0,0,0
glass23_jpg.rf.7nLzu9lcW95SCrjjIgE6.jpg,0,1,0,0,0,0
paper522_jpg.rf.7q53C0ZsUFCsozz3OmfZ.jpg,0,0,0,1,0,0
glass272_jpg.rf.7qZoXwzVwDPuBXCdyxQb.jpg,0,1,0,0,0,0
paper318_jpg.rf.7s7zOXyQhbHnQKYqLDXa.jpg,0,0,0,1,0,0
plastic153_jpg.rf.7yaO8j70gZD3757h8BpI.jpg,0,0,0,0,1,0
cardboard216_jpg.rf.80aCgRij3yyj3GAbcoob.jpg,1,0,0,0,0,0
plastic297_jpg.rf.81Bfls418ykoqTmpTKJS.jpg,0,0,0,0,1,0
metal403_jpg.rf.822O8GHtdwadeLm89ls1.jpg,0,0,1,0,0,0
trash106_jpg.rf.84V5hfQlz434LPOHcCxE.jpg,0,0,0,0,0,1
metal80_jpg.rf.88p5e2QIYZXoGKLTenol.jpg,0,0,1,0,0,0
cardboard257_jpg.rf.8g4tVXCpexesEd57KCbm.jpg,1,0,0,0,0,0
metal159_jpg.rf.8l3IHB6L9mHVSMnFgACC.jpg,0,0,1,0,0,0
trash7_jpg.rf.8sJge0X49T116A2EoApf.jpg,0,0,0,0,0,1
glass420_jpg.rf.9434QoaHiRw5aJL17qlt.jpg,0,1,0,0,0,0
plastic136_jpg.rf.96MUha9jcVpyut4qz2VL.jpg,0,0,0,0,1,0
metal243_jpg.rf.9EgLTRmShjdztUOFXtXk.jpg,0,0,1,0,0,0
paper359_jpg.rf.9u1qKc4JkFLBsv60pLUr.jpg,0,0,0,1,0,0
cardboard25_jpg.rf.A4WgCioU59hLFVPjyLP9.jpg,1,0,0,0,0,0
glass119_jpg.rf.AHJQYiLrKpEOKtwYtYFs.jpg,0,1,0,0,0,0
cardboard340_jpg.rf.AgrtkF5hE8q9qFA2p2BL.jpg,1,0,0,0,0,0
cardboard303_jpg.rf.Ajlp09iWUbE47qilMw0D.jpg,1,0,0,0,0,0
metal292_jpg.rf.Ak6s0TcDVCFL3LcqGWFQ.jpg,0,0,1,0,0,0
cardboard147_jpg.rf.AvGlF8IDUbeSmbM79oYV.jpg,1,0,0,0,0,0
metal168_jpg.rf.AvRVmauojCL5YGnm3Kc7.jpg,0,0,1,0,0,0
plastic64_jpg.rf.B0X3pOTC7c0DbssC4OLo.jpg,0,0,0,0,1,0
paper58_jpg.rf.05vo4HFaGCs9kkbeoIDv.jpg,0,0,0,1,0,0
paper330_jpg.rf.0EbkRYniGL4i9Pc7esgn.jpg,0,0,0,1,0,0
paper287_jpg.rf.0FHj1YSCAv2my1jrQLHk.jpg,0,0,0,1,0,0
paper179_jpg.rf.0Vrhc8QCKzyKqCtCGJJ3.jpg,0,0,0,1,0,0
plastic401_jpg.rf.y1cxEDLLB2kEhA4EWHLC.jpg,0,0,0,0,1,0
plastic448_jpg.rf.y5jT5NmLppL0AjOKqhEt.jpg,0,0,0,0,1,0
metal28_jpg.rf.yIakKr1fbHvHSJ4sdNsH.jpg,0,0,1,0,0,0
plastic179_jpg.rf.ySlgNkfdjqj09e1Upmh2.jpg,0,0,0,0,1,0
plastic404_jpg.rf.ya9R3LUFkK8KLu95MbIH.jpg,0,0,0,0,1,0
paper232_jpg.rf.ygp6U1wkzobn2k9d63vc.jpg,0,0,0,1,0,0
cardboard81_jpg.rf.ygslDQ4wDn4dnktAJuio.jpg,1,0,0,0,0,0
paper563_jpg.rf.yib8gRkVysZmmTzi85OM.jpg,0,0,0,1,0,0
cardboard187_jpg.rf.ylDbjgzZSlCuDMxJKo2s.jpg,1,0,0,0,0,0
glass103_jpg.rf.yvEA4cK6EFzskVLMtEBq.jpg,0,1,0,0,0,0
glass52_jpg.rf.z0NxXykQ4bXI6viSteEL.jpg,0,1,0,0,0,0
glass422_jpg.rf.zAyL4qJTjy7SxtbyRoCT.jpg,0,1,0,0,0,0
paper428_jpg.rf.zCWbvn4x6y4URJHrxfBd.jpg,0,0,0,1,0,0
plastic77_jpg.rf.zM8z5SJWjk4mTtA313Ya.jpg,0,0,0,0,1,0
glass242_jpg.rf.zMHMLGsJOZHhQEx7s2pD.jpg,0,1,0,0,0,0
plastic408_jpg.rf.zRKxZFhtAXulaUTxXuz6.jpg,0,0,0,0,1,0
paper461_jpg.rf.zZNUBUNgKhX52dvupWmZ.jpg,0,0,0,1,0,0
glass63_jpg.rf.zdNXn4QWimBzntkX88M9.jpg,0,1,0,0,0,0
paper6_jpg.rf.zdrkCLkKu615FWwqvSG7.jpg,0,0,0,1,0,0
plastic183_jpg.rf.zeU8Aji1lzHbvUiQIwuv.jpg,0,0,0,0,1,0
metal334_jpg.rf.zfmdbj1hpT0ImT9nUznl.jpg,0,0,1,0,0,0
cardboard107_jpg.rf.zrHil5frsoZTwfR0KWSQ.jpg,1,0,0,0,0,0
glass191_jpg.rf.zrOUTQ1rRJ7GK5ptkF2d.jpg,0,1,0,0,0,0
plastic333_jpg.rf.zw4PTSeDjOoPVp23pbaq.jpg,0,0,0,0,1,0
cardboard282_jpg.rf.zwqbs2tiI83jpxBeYGhl.jpg,1,0,0,0,0,0
cardboard398_jpg.rf.zzIMcm1nnlzeatLOkhUN.jpg,1,0,0,0,0,0
plastic17_jpg.rf.mg0aeCbROkNKEaspmxgN.jpg,0,0,0,0,1,0
paper534_jpg.rf.mk9CJB3XsXalRGkvVCvD.jpg,0,0,0,1,0,0
cardboard248_jpg.rf.mozgitjGcQWLjltRixG3.jpg,1,0,0,0,0,0
paper122_jpg.rf.mrDiHbkezUd4kjFwJAuM.jpg,0,0,0,1,0,0
paper370_jpg.rf.mvKD0CgB3eegAHCPHFhr.jpg,0,0,0,1,0,0
paper447_jpg.rf.mysG7CISMn1VPNCzyLgA.jpg,0,0,0,1,0,0
paper435_jpg.rf.nClb4TvAN6HSN2UndKze.jpg,0,0,0,1,0,0
glass140_jpg.rf.nDuw530HbmQrWblF53JL.jpg,0,1,0,0,0,0
glass348_jpg.rf.nUDKR1rwKZFGez3DJEry.jpg,0,1,0,0,0,0
plastic98_jpg.rf.nXM2kU7yCMeGkQA8ATAI.jpg,0,0,0,0,1,0
metal217_jpg.rf.ngtUnHBLru2PprBupliv.jpg,0,0,1,0,0,0
plastic42_jpg.rf.njpyhAhsdLyzMyhjvWbu.jpg,0,0,0,0,1,0
metal261_jpg.rf.nwoaJAEySvBcNcUyOrFK.jpg,0,0,1,0,0,0
plastic171_jpg.rf.o2MXH64I5DV7kOD1mijw.jpg,0,0,0,0,1,0
plastic195_jpg.rf.o7zMJA7thRHSjJE7tYLY.jpg,0,0,0,0,1,0
metal211_jpg.rf.oJI7D3NLbw3apTEYlpB8.jpg,0,0,1,0,0,0
metal318_jpg.rf.oLhyRpSTWsiBuTFJFjWY.jpg,0,0,1,0,0,0
plastic170_jpg.rf.oMhoso5lIoY3BBYQ0EQq.jpg,0,0,0,0,1,0
metal409_jpg.rf.oeYCqVBRnswT2l2DVBzO.jpg,0,0,1,0,0,0
paper360_jpg.rf.ogW2wtR5HI9vyqQJtDGY.jpg,0,0,0,1,0,0
cardboard319_jpg.rf.onBLMcP1s9kRUNMyOmXT.jpg,1,0,0,0,0,0
metal20_jpg.rf.oy20r0eQFsAwXBpKlR4w.jpg,0,0,1,0,0,0
metal277_jpg.rf.p3X6aLrm0fpd276kNiOI.jpg,0,0,1,0,0,0
metal309_jpg.rf.p8ryxQy0Epd3DnDDJoyB.jpg,0,0,1,0,0,0
paper229_jpg.rf.pUFTh9R2peQjftEPHqK1.jpg,0,0,0,1,0,0
metal395_jpg.rf.pb4q2x56JYDQapwRBppA.jpg,0,0,1,0,0,0
trash33_jpg.rf.pepOgl0dV6ySznP1miYN.jpg,0,0,0,0,0,1
metal320_jpg.rf.q37jYMXnSJgDMMfalyhY.jpg,0,0,1,0,0,0
cardboard259_jpg.rf.q62pqFOSJz1WaD5ICR4N.jpg,1,0,0,0,0,0
glass350_jpg.rf.q8heCNt9RJJX4hdqZOdq.jpg,0,1,0,0,0,0
metal279_jpg.rf.JDImaRVqRkaHUl82uiqL.jpg,0,0,1,0,0,0
cardboard190_jpg.rf.JEktQxLnENER2M6eaVRA.jpg,1,0,0,0,0,0
paper533_jpg.rf.JNtfdIRAichlu011dBvG.jpg,0,0,0,1,0,0
plastic92_jpg.rf.JY06Jn8o2vueVBPnOcLO.jpg,0,0,0,0,1,0
plastic246_jpg.rf.Ja1yTdj7KLw2fa5cKUGf.jpg,0,0,0,0,1,0
glass232_jpg.rf.Jm6CZBMuG5Xbr1DEISGR.jpg,0,1,0,0,0,0
glass459_jpg.rf.Ju3ATDngNIm6McVJT6NE.jpg,0,1,0,0,0,0
cardboard58_jpg.rf.JyAHgARJU65xqEZnv9Yk.jpg,1,0,0,0,0,0
glass393_jpg.rf.K0Vd11V73QFS9WvWes7b.jpg,0,1,0,0,0,0
metal23_jpg.rf.K727BwWVlTsrr70z4adN.jpg,0,0,1,0,0,0
plastic320_jpg.rf.KBjrHQU9tSwKOWZFcaTs.jpg,0,0,0,0,1,0
cardboard177_jpg.rf.KDQJYW1BWSUHpr4wsr7d.jpg,1,0,0,0,0,0
